,cusip no,issuer name,price,shares,currency,market valuation,price USD
2107,92766K 10 6,VIRGIN COM,323.32,3909,USD,1263857.88,323.32
2108,92790C 10 4,VIRIDIAN THERAPEUTICS INC COM,30.26,1291,EUR,39065.66,33.28
2109,928031 10 3,VIRGINIA NATL BANKSHARES COM,75.54,8733,EUR,659690.8200000001,83.07
2110,92823T 10 8,VIRNETX HLDG CORP COM,285.55,1294,EUR,369501.7,314.03
2111,928251 10 7,VIRPAX PHARMACEUTICALS INC COM,74.03,2991,EUR,221423.73,81.41
2112,92828Q 10 9,VIRTUS INVT PARTNERS INC COM,270.87,14352,EUR,3887526.24,297.88
2113,92829B 10 1,VIRTUS GLOBAL MULTI-SECTOR I COM,63.08,6787,USD,428123.95999999996,63.08
2114,92829J 10 4,VIRIOS THERAPEUTICS INC COM,116.04,13627,EUR,1581277.08,127.61
2115,928298 10 8,VISHAY INTERTECHNOLOGY INC COM,237.02,4130,EUR,978892.6000000001,260.66
2116,92835K 10 3,VISHAY PRECISION GROUP INC COM,30.68,7832,USD,240285.76,30.68
2117,92835W 10 7,VIRTUS TOTAL RETURN FD INC COM,201.62,4232,EUR,853255.84,221.73
2118,92836Y 30 0,VISLINK TECHNOLOGIES INC COM,149.2,6914,USD,1031568.7999999999,149.2
2119,928377 10 0,VISTA OUTDOOR INC COM,71.84,6565,USD,471629.60000000003,71.84
2120,92838F 10 1,VISIONARY ED TEC HLDGS GRP I COM,256.75,6770,USD,1738197.5,256.75
2121,92838R 10 5,VIRTUS CONVERTIBLE & INC 202 COM,75.18,9826,USD,738718.68,75.18
2122,92838U 10 8,VIRTUS CONVERTIBLE & INC FD COM,290.7,5241,EUR,1523558.7,319.69
2123,92838X 10 2,VIRTUS CONVERTIBLE & INCOME COM,306.68,404,USD,123898.72,306.68
2124,92838Y 10 0,VIRTUS ARTIFICIAL INTELLIGEN COM,173.41,3147,USD,545721.27,173.41
2125,92840M 10 2,VISTRA CORP COM,183.64,10408,EUR,1911325.1199999999,201.95
2126,92840N 10 0,VIRTUS DIVERSIFIED INCM & CO COM,93.01,1964,USD,182671.64,93.01
2127,92840R 10 1,VIRTUS DIVIDEND INTEREST & P COM,103.76,14919,EUR,1547995.4400000002,114.11
2128,92841M 10 1,VIRTUS EQUITY & CONV INCM FD COM,276.37,11898,USD,3288250.2600000002,276.37
2129,92846Q 10 7,VITA COCO CO INC COM,121.53,7116,EUR,864807.48,133.65
2130,92847W 10 3,VITAL FARMS INC COM,341.2,13631,USD,4650897.2,341.2
2131,928881 10 1,VONTIER CORPORATION COM,231.01,3543,USD,818468.4299999999,231.01
2132,929033 10 8,VOR BIOPHARMA INC COM,338.64,10735,EUR,3635300.4,372.41
2133,929089 10 0,VOYA FINANCIAL INC COM,106.8,6173,USD,659276.4,106.8
2134,92912J 10 2,VOYA ASIA PAC HIGH COM,94.31,14377,EUR,1355894.87,103.72
2135,92912T 10 0,VOYA COM,270.12,7413,USD,2002399.56,270.12
2136,92912X 10 1,VOYA COM,64.79,14707,USD,952866.5300000001,64.79
2137,92915B 10 6,VOYAGER COM,315.67,9377,USD,2960037.5900000003,315.67
2138,929160 10 9,VULCAN COM,95.71,5433,USD,519992.43,95.71
2139,92941V 30 8,VYNE COM,29.53,8083,USD,238690.99000000002,29.53
2140,929566 10 7,WABASH NATL CORP COM,221.71,6746,EUR,1495655.6600000001,243.82
2141,92971A 10 9,WM TECHNOLOGY INC COM,345.91,2841,EUR,982730.31,380.41
2142,929740 10 8,WABTEC COM,194.17,10487,EUR,2036260.7899999998,213.53
2143,931142 10 3,WALMART INC COM,38.06,2701,USD,102800.06000000001,38.06
2144,931427 10 8,WALGREENS BOOTS ALLIANCE INC COM,72.55,5263,USD,381830.64999999997,72.55
2145,93148P 10 2,WALKER & DUNLOP INC COM,69.69,7252,EUR,505391.88,76.64
2146,93627C 10 1,WARRIOR MET COAL INC COM,112.83,13211,USD,1490597.13,112.83
2147,938824 10 9,WASHINGTON FED INC COM,278.19,6054,USD,1684162.26,278.19
2148,940610 10 8,WASHINGTON TR BANCORP INC COM,255.12,2634,USD,671986.08,255.12
2149,94106B 10 1,WASTE CONNECTIONS INC COM,247.68,12112,USD,2999900.16,247.68
2150,94106L 10 9,WASTE MGMT INC DEL COM,188.51,3623,EUR,682971.73,207.31
2151,941848 10 3,WATERS CORP COM,148.1,4747,EUR,703030.7,162.87
2152,94188P 10 1,WATERSTONE F COM,223.11,11186,USD,2495708.46,223.11
2153,942622 20 0,WATSCO INC COM,84.48,14183,EUR,1198179.84,92.91
2154,946760 10 5,CLIMB GLOBAL SOLUTIONS INC COM,255.1,9033,EUR,2304318.3,280.54
2155,94724R 10 8,WEAVE COMMUNICATIONS INC COM,86.38,10583,USD,914159.5399999999,86.38
2156,947890 10 9,WEBSTER FINL CORP COM,105.26,1259,USD,132522.34,105.26
2157,948849 10 4,WEIS MKTS INC COM,203.52,11732,EUR,2387696.64,223.82
2158,949746 10 1,WELLS FARGO CO NEW COM,312.41,14660,USD,4579930.600000001,312.41
2159,94987C 10 3,ALLSPRING GLOBAL DIVIDEND OP COM,160.24,14633,EUR,2344791.92,176.22
2160,94987D 10 1,ALLSPRING MULTI SECTOR INCOM COM,40.03,3378,EUR,135221.34,44.02
2161,95040Q 10 4,WELLTOWER INC COM,256.94,7366,USD,1892620.04,256.94
2162,950415 10 9,WELSBACH TECH METALS ACQU CO COM,162.82,4451,EUR,724711.82,179.06
2163,95058W 10 0,WENDYS CO COM,304.19,3774,USD,1148013.06,304.19
2164,95075A 10 7,WEREWOLF THERAPEUTICS INC COM,305.91,4772,EUR,1459802.52,336.42
2165,950755 10 8,WERNER ENTERPRISES INC COM,67.35,7389,USD,497649.14999999997,67.35
2166,950810 10 1,WESBANCO INC COM,46.08,3299,USD,152017.91999999998,46.08
2167,95082P 10 5,WESCO INTL INC COM,266.69,13171,EUR,3512573.9899999998,293.29
2168,952845 10 5,WEST FRASER TIMBER CO LTD COM,178.08,365,EUR,64999.200000000004,195.84
2169,955306 10 5,WEST PHARMACEUTICAL SVSC INC COM,282.81,13463,EUR,3807471.0300000003,311.01
2170,957090 10 3,WESTAMERICA BANCORPORATION COM,196.17,14551,EUR,2854469.67,215.73
2171,95758L 10 7,WESTERN ACQSTN VENTURES CORP COM,227.63,9617,EUR,2189117.71,250.33
2172,957638 10 9,WESTERN COM,181.07,13758,USD,2491161.06,181.07
2173,95766A 10 1,WESTERN COM,271.57,9425,EUR,2559547.25,298.65
2174,95766B 10 9,WESTERN COM,15.26,7225,USD,110253.5,15.26
2175,95766J 10 2,WESTERN COM,300.87,11729,EUR,3528904.23,330.88
2176,95766K 10 9,WESTERN COM,6.84,6025,USD,41211.0,6.84
2177,95766M 10 5,WESTERN COM,291.79,10018,USD,2923152.22,291.79
2178,95766N 10 3,WESTERN COM,137.56,7063,USD,971586.28,137.56
2179,95766P 10 8,WESTERN COM,113.23,4056,USD,459260.88,113.23
2180,95766T 10 0,WESTERN COM,199.85,6038,EUR,1206694.3,219.78
2181,95768B 10 7,WESTERN COM,177.83,6820,EUR,1212800.6,195.56
2182,95790A 10 1,WESTERN COM,52.68,6929,EUR,365019.72,57.93
2183,95790B 10 9,WESTERN COM,256.5,395,EUR,101317.5,282.08
2184,95790C 10 7,WESTERN COM,176.97,4573,USD,809283.8099999999,176.97
2185,95790D 20 4,WESTERN COM,78.03,13401,EUR,1045680.03,85.81
2186,958102 10 5,WESTERN COM,56.73,13698,USD,777087.5399999999,56.73
2187,958892 10 1,WESTERN COM,270.79,7122,USD,1928566.3800000001,270.79
2188,,,194.87,6953,EUR,1354931.11,214.3
2189,962879 10 2,WHEATON PRECIOUS METALS CORP COM,193.87,5409,USD,1048642.83,193.87
2190,963320 10 6,WHIRLPOOL CORP COM,28.63,11326,EUR,324263.38,31.49
2191,96524V 10 6,WHITEHORSE FIN INC COM,178.93,7488,EUR,1339827.84,196.77
2192,966084 20 4,WHITESTONE REIT COM,283.69,5319,EUR,1508947.11,311.98
2193,96758W 10 1,WIDEOPENWEST INC COM,290.27,3186,EUR,924800.22,319.22
2194,96924N 10 0,WILLDAN COM,305.24,5316,EUR,1622655.84,335.68
2195,96927A 10 5,WILLIAM COM,118.28,3103,EUR,367022.84,130.08
2196,969457 10 0,WILLIAMS COM,307.12,13713,USD,4211536.5600000005,307.12
2197,96951A 10 4,WILLIAMS COM,93.54,8750,USD,818475.0,93.54
2198,96951B 10 2,WILLIAMS COM,348.4,5963,EUR,2077509.2,383.15
2199,969904 10 1,WILLIAMS COM,33.6,9336,USD,313689.60000000003,33.6
2200,970646 10 5,WILLIS LEASE F COM,21.79,14855,EUR,323690.45,23.96
2201,97382D 30 3,WINDTREE THERAPEUTICS INC COM,318.43,5727,USD,1823648.61,318.43
2202,977852 10 2,WOLFSPEED COM,47.41,10564,USD,500839.24,47.41
2203,978097 10 3,WOLVERINE COM,174.97,1866,EUR,326494.02,192.42
2204,980745 10 3,WOODWARD COM,221.79,5475,USD,1214300.25,221.79
2205,981419 10 4,WORLD ACCEP CORPORATION COM,336.82,10044,EUR,3383020.08,370.41
2206,981475 10 6,WORLD FUEL SVCS CORP COM,280.82,2357,USD,661892.74,280.82
2207,981811 10 2,WORTHINGTON INDS INC COM,6.52,7170,USD,46748.399999999994,6.52
2208,98212N 10 7,WRAP TECHNOLOGIES INC COM,109.71,50,EUR,5485.5,120.65
2209,98262P 10 1,WW INTL INC COM,176.73,672,USD,118762.56,176.73
2210,98311A 10 5,WYNDHAM HOTELS & RESORTS INC COM,323.03,13766,EUR,4446830.9799999995,355.25
2211,983134 10 7,WYNN RESORTS LTD COM,312.93,4001,EUR,1252032.93,344.14
2212,98379L 10 0,XPEL COM,314.2,7722,USD,2426252.4,314.2
2213,983793 10 0,XPO COM,210.61,1690,EUR,355930.9,231.61
2214,98420U 70 3,XWELL INC COM,217.48,11316,USD,2461003.6799999997,217.48
2215,98420X 10 3,X4 PHARMACEUTICALS INC COM,328.15,826,USD,271051.89999999997,328.15
2216,98422E 10 3,XERIS BIOPHARMA HOLDINGS COM,111.69,4715,USD,526618.35,111.69
2217,98422T 10 0,XILIO THERAPEUTICS INC COM,198.93,4949,USD,984504.5700000001,198.93
2218,988498 10 1,YUM BRANDS INC COM,106.04,14297,EUR,1516053.8800000001,116.62
2219,98850P 10 9,YUM CHINA HLDGS INC COM,117.98,1877,USD,221448.46000000002,117.98
2220,98880R 10 9,ZW COM,85.45,11757,EUR,1004635.65,93.97
2221,98888T 10 7,ZIMVIE COM,160.31,12260,USD,1965400.6,160.31
2222,98942X 10 2,ZENTEK LTD COM,147.83,14970,USD,2213015.1,147.83
2223,98943L 10 7,ZENTALIS PHARMACEUTICALS COM,9.19,6371,EUR,58549.49,10.11
2224,98955G 10 3,ZEROFOX HLDGS INC COM,14.25,4511,EUR,64281.75,15.67
2225,98956P 10 2,ZIMMER BIOMET HOLDINGS INC COM,245.43,7936,EUR,1947732.48,269.91
2226,989701 10 7,ZIONS BANCORPORATION N A COM,45.71,8673,USD,396442.83,45.71
2227,98973P 10 1,ALAUNOS THERAPEUTICS INC COM,189.51,7408,USD,1403890.0799999998,189.51
2228,98980G 10 2,ZSCALER INC COM,114.42,6107,EUR,698762.9400000001,125.83
2229,989817 10 1,ZUMIEZ COM,67.2,2441,EUR,164035.2,73.9
